meter_id,consumer_id,region,consumer_type,expected_monthly_kwh,actual_monthly_kwh,usage_ratio,night_usage_ratio,voltage_variance,billing_disputes_1y,is_theft_flag_ground_truth
MTR-002057,CUS-002057,Peshawar,Residential,291.4,296.7,1.018,0.326,2.46,0,0
MTR-000360,CUS-000360,Karachi,Residential,153.1,137.2,0.896,0.217,2.18,0,0
MTR-002270,CUS-002270,Peshawar,Commercial,952.5,875.3,0.919,0.209,0.1,0,0
MTR-002084,CUS-002084,Lahore,Residential,191.5,205.8,1.075,0.421,0.67,0,0
MTR-001564,CUS-001564,Rawalpindi,Residential,290.5,255.0,0.878,0.445,2.31,0,0
MTR-000344,CUS-000344,Faisalabad,Residential,156.7,167.0,1.066,0.253,2.75,0,0
MTR-000986,CUS-000986,Peshawar,Residential,222.2,244.3,1.099,0.385,1.22,0,0
MTR-001260,CUS-001260,Karachi,Residential,132.1,142.7,1.08,0.328,2.74,0,0
MTR-001713,CUS-001713,Peshawar,Commercial,530.7,545.6,1.028,0.187,2.5,0,0
MTR-001720,CUS-001720,Islamabad,Residential,302.5,237.0,0.783,0.226,1.81,1,0
MTR-002646,CUS-002646,Lahore,Industrial,4628.7,3956.2,0.855,0.424,2.43,1,0
MTR-002886,CUS-002886,Peshawar,Residential,215.3,180.3,0.837,0.186,2.4,0,0
MTR-001575,CUS-001575,Karachi,Residential,198.4,189.4,0.955,0.482,2.88,0,0
MTR-000085,CUS-000085,Faisalabad,Commercial,1204.1,1208.6,1.004,0.254,2.92,1,0
MTR-002063,CUS-002063,Faisalabad,Residential,301.5,258.4,0.857,0.426,0.96,1,0
MTR-000668,CUS-000668,Faisalabad,Industrial,4751.4,4652.9,0.979,0.276,1.27,0,0
MTR-001014,CUS-001014,Lahore,Residential,87.2,94.4,1.082,0.364,3.48,0,0
MTR-000128,CUS-000128,Rawalpindi,Commercial,645.8,568.4,0.88,0.412,2.88,1,0
MTR-001873,CUS-001873,Lahore,Residential,188.3,169.8,0.902,0.411,2.64,0,0
MTR-001146,CUS-001146,Multan,Residential,143.8,51.2,0.356,0.819,8.05,3,1
MTR-000891,CUS-000891,Rawalpindi,Residential,99.8,88.7,0.889,0.231,3.14,0,0
MTR-002471,CUS-002471,Faisalabad,Residential,219.1,228.1,1.041,0.294,2.13,0,0
MTR-000307,CUS-000307,Peshawar,Commercial,836.2,960.6,1.149,0.196,1.62,0,0
MTR-000383,CUS-000383,Lahore,Residential,181.7,155.9,0.858,0.319,2.56,0,0
MTR-001833,CUS-001833,Rawalpindi,Residential,174.9,151.7,0.867,0.234,1.97,1,0
MTR-001127,CUS-001127,Karachi,Commercial,862.0,838.1,0.972,0.387,3.55,1,0
MTR-000426,CUS-000426,Karachi,Commercial,1095.9,1104.8,1.008,0.254,3.53,1,0
MTR-000494,CUS-000494,Islamabad,Residential,174.6,161.2,0.923,0.161,2.89,0,0
MTR-001565,CUS-001565,Rawalpindi,Industrial,5111.8,6321.0,1.237,0.412,0.72,0,0
MTR-002791,CUS-002791,Lahore,Commercial,1246.6,1327.2,1.065,0.315,0.9,1,0
MTR-002611,CUS-002611,Lahore,Residential,272.7,246.4,0.903,0.302,0.68,0,0
MTR-001251,CUS-001251,Rawalpindi,Commercial,929.9,777.5,0.836,0.388,2.19,0,0
MTR-001295,CUS-001295,Rawalpindi,Residential,254.1,252.2,0.992,0.37,2.92,0,0
MTR-000275,CUS-000275,Multan,Commercial,950.8,1000.9,1.053,0.239,1.69,0,0
MTR-000489,CUS-000489,Lahore,Commercial,450.7,550.2,1.221,0.264,1.35,0,0
MTR-001957,CUS-001957,Rawalpindi,Commercial,673.3,679.4,1.009,0.211,2.1,0,0
MTR-000690,CUS-000690,Lahore,Industrial,3128.8,3037.6,0.971,0.183,1.22,1,0
MTR-002051,CUS-002051,Islamabad,Residential,50.2,22.4,0.446,0.787,5.89,1,1
MTR-002238,CUS-002238,Multan,Residential,160.0,167.1,1.044,0.331,1.76,0,0
MTR-001242,CUS-001242,Faisalabad,Residential,197.7,221.8,1.122,0.361,1.34,1,0
MTR-002673,CUS-002673,Karachi,Residential,77.4,60.8,0.786,0.403,2.12,1,0
MTR-002079,CUS-002079,Multan,Residential,248.9,251.1,1.009,0.362,2.89,1,0
MTR-001058,CUS-001058,Multan,Residential,229.3,201.2,0.878,0.369,0.48,0,0
MTR-000118,CUS-000118,Multan,Residential,179.6,34.4,0.191,0.774,6.13,1,1
MTR-001995,CUS-001995,Multan,Residential,77.6,93.4,1.203,0.275,0.1,0,0
MTR-002285,CUS-002285,Rawalpindi,Residential,182.7,202.2,1.106,0.377,1.75,0,0
MTR-000281,CUS-000281,Islamabad,Commercial,603.6,559.7,0.927,0.207,2.7,0,0
MTR-002807,CUS-002807,Multan,Industrial,3086.3,516.9,0.167,0.846,6.08,3,1
MTR-002335,CUS-002335,Rawalpindi,Industrial,6270.8,6032.0,0.962,0.342,1.48,0,0
MTR-002762,CUS-002762,Rawalpindi,Commercial,771.3,179.3,0.232,0.555,5.51,2,1
MTR-002945,CUS-002945,Karachi,Commercial,1023.6,957.2,0.935,0.33,1.77,0,0
MTR-001179,CUS-001179,Rawalpindi,Residential,221.2,242.0,1.094,0.348,0.9,0,0
MTR-001602,CUS-001602,Multan,Residential,266.6,248.5,0.932,0.314,2.16,0,0
MTR-002116,CUS-002116,Peshawar,Commercial,321.1,339.0,1.056,0.183,1.0,2,0
MTR-000304,CUS-000304,Lahore,Residential,163.2,152.3,0.933,0.341,2.56,0,0
MTR-001844,CUS-001844,Rawalpindi,Residential,286.0,245.4,0.858,0.323,1.28,0,0
MTR-001356,CUS-001356,Faisalabad,Residential,231.8,265.0,1.143,0.184,1.68,0,0
MTR-002436,CUS-002436,Peshawar,Commercial,637.5,474.5,0.744,0.41,2.5,0,0
MTR-000575,CUS-000575,Rawalpindi,Commercial,1122.2,174.7,0.156,0.875,7.7,1,1
MTR-001871,CUS-001871,Faisalabad,Residential,330.3,369.9,1.12,0.19,2.59,0,0
MTR-002845,CUS-002845,Karachi,Residential,137.0,140.0,1.022,0.235,2.26,0,0
MTR-002623,CUS-002623,Faisalabad,Industrial,3419.3,3236.3,0.946,0.255,0.91,0,0
MTR-001417,CUS-001417,Karachi,Commercial,1457.1,1392.8,0.956,0.255,1.97,4,0
MTR-001795,CUS-001795,Peshawar,Industrial,2369.5,2427.1,1.024,0.323,1.83,0,0
MTR-000843,CUS-000843,Multan,Residential,218.2,223.0,1.022,0.222,1.58,0,0
MTR-002812,CUS-002812,Faisalabad,Residential,176.9,156.5,0.885,0.39,2.07,1,0
MTR-000269,CUS-000269,Lahore,Residential,296.6,299.0,1.008,0.384,1.14,0,0
MTR-000629,CUS-000629,Peshawar,Residential,190.5,196.4,1.031,0.35,1.97,0,0
MTR-001033,CUS-001033,Faisalabad,Residential,163.1,157.2,0.964,0.304,1.7,0,0
MTR-000286,CUS-000286,Faisalabad,Residential,219.2,278.1,1.269,0.375,1.54,0,0
MTR-002211,CUS-002211,Rawalpindi,Residential,112.5,110.7,0.984,0.278,0.88,2,0
MTR-000300,CUS-000300,Faisalabad,Residential,115.7,91.2,0.788,0.242,0.86,0,0
MTR-001510,CUS-001510,Karachi,Residential,233.7,205.4,0.879,0.395,3.34,0,0
MTR-001811,CUS-001811,Rawalpindi,Residential,191.2,207.3,1.084,0.325,2.11,2,0
MTR-000065,CUS-000065,Faisalabad,Residential,108.7,46.7,0.43,0.84,9.44,2,1
MTR-002397,CUS-002397,Faisalabad,Residential,236.2,208.0,0.881,0.267,3.86,1,0
MTR-000890,CUS-000890,Karachi,Commercial,602.1,702.9,1.167,0.241,3.23,1,0
MTR-001767,CUS-001767,Karachi,Residential,182.8,186.5,1.02,0.462,0.72,0,0
MTR-001731,CUS-001731,Rawalpindi,Residential,220.5,204.6,0.928,0.3,3.41,0,0
MTR-001376,CUS-001376,Faisalabad,Residential,194.9,130.1,0.668,0.313,1.87,0,0
MTR-000230,CUS-000230,Faisalabad,Residential,275.3,295.8,1.074,0.358,1.72,0,0
MTR-000503,CUS-000503,Peshawar,Residential,218.5,218.9,1.002,0.203,1.58,0,0
MTR-002459,CUS-002459,Peshawar,Residential,135.0,156.1,1.156,0.388,1.65,1,0
MTR-001350,CUS-001350,Faisalabad,Residential,288.6,69.6,0.241,0.878,8.28,2,1
MTR-001444,CUS-001444,Peshawar,Residential,140.1,133.8,0.955,0.446,4.3,0,0
MTR-002551,CUS-002551,Rawalpindi,Residential,86.5,89.6,1.036,0.275,0.36,0,0
MTR-001004,CUS-001004,Karachi,Commercial,1554.5,1788.8,1.151,0.383,3.94,0,0
MTR-000836,CUS-000836,Peshawar,Commercial,1050.7,1083.3,1.031,0.1,3.51,0,0
MTR-001588,CUS-001588,Multan,Residential,187.9,171.9,0.915,0.206,1.82,2,0
MTR-000374,CUS-000374,Rawalpindi,Commercial,1093.9,1264.3,1.156,0.277,1.5,1,0
MTR-001352,CUS-001352,Islamabad,Residential,144.2,138.8,0.963,0.138,0.65,1,0
MTR-002110,CUS-002110,Peshawar,Residential,182.7,186.6,1.022,0.348,1.09,0,0
MTR-001786,CUS-001786,Islamabad,Residential,242.1,263.9,1.09,0.325,1.39,0,0
MTR-001803,CUS-001803,Peshawar,Industrial,2205.1,2618.7,1.188,0.221,1.9,0,0
MTR-002071,CUS-002071,Peshawar,Residential,171.0,178.6,1.044,0.299,1.97,0,0
MTR-000751,CUS-000751,Peshawar,Industrial,3559.8,4665.0,1.31,0.365,2.76,0,0
MTR-000099,CUS-000099,Karachi,Residential,144.9,143.3,0.989,0.132,2.65,0,0
MTR-001723,CUS-001723,Rawalpindi,Residential,120.1,124.3,1.035,0.198,2.24,0,0
MTR-000866,CUS-000866,Multan,Commercial,793.4,734.5,0.926,0.273,1.96,0,0
MTR-000910,CUS-000910,Peshawar,Residential,160.8,167.0,1.039,0.302,3.14,0,0
MTR-002009,CUS-002009,Rawalpindi,Commercial,1237.2,1281.3,1.036,0.295,2.84,1,0
MTR-000529,CUS-000529,Multan,Residential,197.3,222.1,1.125,0.371,2.44,1,0
MTR-000636,CUS-000636,Islamabad,Commercial,766.5,807.4,1.053,0.338,1.59,0,0
MTR-000185,CUS-000185,Lahore,Commercial,1032.6,967.3,0.937,0.356,3.11,0,0
MTR-001187,CUS-001187,Rawalpindi,Residential,165.6,170.7,1.031,0.189,2.83,0,0
MTR-001971,CUS-001971,Peshawar,Residential,213.4,196.2,0.919,0.312,1.75,0,0
MTR-000931,CUS-000931,Lahore,Industrial,6299.9,6715.3,1.066,0.275,0.1,1,0
MTR-001381,CUS-001381,Rawalpindi,Residential,144.9,135.2,0.933,0.417,2.1,2,0
MTR-002295,CUS-002295,Karachi,Residential,15.0,12.5,0.832,0.314,1.31,0,0
MTR-002382,CUS-002382,Multan,Residential,237.5,205.3,0.864,0.246,2.72,3,0
MTR-002401,CUS-002401,Peshawar,Residential,137.3,117.9,0.859,0.368,2.22,0,0
MTR-001999,CUS-001999,Faisalabad,Commercial,261.1,244.6,0.937,0.345,0.33,1,0
MTR-000607,CUS-000607,Lahore,Commercial,577.9,519.1,0.898,0.234,2.29,0,0
MTR-002896,CUS-002896,Lahore,Commercial,515.7,514.3,0.997,0.272,3.72,0,0
MTR-000151,CUS-000151,Rawalpindi,Residential,180.3,171.8,0.953,0.273,1.85,0,0
MTR-001283,CUS-001283,Multan,Residential,220.1,233.7,1.062,0.398,1.99,0,0
MTR-002262,CUS-002262,Karachi,Residential,103.4,108.1,1.046,0.316,1.66,1,0
MTR-000731,CUS-000731,Peshawar,Residential,77.1,74.1,0.961,0.358,2.07,0,0
MTR-001337,CUS-001337,Multan,Commercial,915.9,1052.4,1.149,0.261,3.54,0,0
MTR-001598,CUS-001598,Islamabad,Residential,155.3,138.0,0.889,0.327,3.06,1,0
MTR-002840,CUS-002840,Islamabad,Residential,111.9,125.4,1.121,0.404,1.42,0,0
MTR-000023,CUS-000023,Islamabad,Residential,224.4,228.6,1.019,0.271,1.93,0,0
MTR-002857,CUS-002857,Faisalabad,Commercial,842.1,802.2,0.953,0.309,1.99,1,0
MTR-000158,CUS-000158,Multan,Residential,185.3,210.4,1.136,0.191,2.41,1,0
MTR-000861,CUS-000861,Lahore,Residential,112.6,120.1,1.067,0.239,2.43,0,0
MTR-000902,CUS-000902,Karachi,Residential,105.4,91.8,0.871,0.273,1.9,0,0
MTR-002655,CUS-002655,Faisalabad,Residential,155.9,162.7,1.044,0.215,0.76,0,0
MTR-002937,CUS-002937,Islamabad,Commercial,341.5,356.4,1.044,0.406,1.89,0,0
MTR-000444,CUS-000444,Peshawar,Residential,80.9,90.7,1.121,0.233,1.64,0,0
MTR-002938,CUS-002938,Multan,Residential,225.6,241.4,1.07,0.363,1.1,0,0
MTR-000754,CUS-000754,Karachi,Residential,152.0,164.0,1.079,0.315,2.79,0,0
MTR-000923,CUS-000923,Multan,Residential,185.5,175.7,0.947,0.302,2.02,1,0
MTR-002970,CUS-002970,Multan,Residential,100.8,98.3,0.975,0.419,0.97,0,0
MTR-002102,CUS-002102,Islamabad,Residential,224.0,217.2,0.97,0.119,3.98,1,0
MTR-000311,CUS-000311,Multan,Residential,211.6,66.8,0.316,0.828,6.12,1,1
MTR-000548,CUS-000548,Multan,Residential,206.2,238.0,1.154,0.214,2.79,0,0
MTR-001945,CUS-001945,Peshawar,Residential,256.4,222.0,0.866,0.143,3.05,0,0
MTR-001456,CUS-001456,Multan,Residential,82.6,85.3,1.032,0.204,1.56,0,0
MTR-000306,CUS-000306,Karachi,Residential,155.1,148.9,0.96,0.301,2.54,2,0
MTR-000287,CUS-000287,Lahore,Residential,165.9,161.2,0.971,0.242,0.1,0,0
MTR-000694,CUS-000694,Islamabad,Commercial,811.5,877.5,1.081,0.372,2.96,0,0
MTR-000308,CUS-000308,Lahore,Residential,134.9,122.3,0.906,0.283,1.93,1,0
MTR-002320,CUS-002320,Rawalpindi,Residential,124.3,131.1,1.055,0.274,2.53,0,0
MTR-000749,CUS-000749,Lahore,Commercial,703.1,742.4,1.056,0.274,1.93,2,0
MTR-002815,CUS-002815,Rawalpindi,Commercial,862.5,782.2,0.907,0.292,3.82,0,0
MTR-001239,CUS-001239,Multan,Residential,138.2,153.3,1.109,0.267,3.22,0,0
MTR-000908,CUS-000908,Lahore,Residential,58.2,67.8,1.164,0.232,0.1,1,0
MTR-001880,CUS-001880,Lahore,Residential,189.1,235.0,1.243,0.379,2.55,1,0
MTR-002380,CUS-002380,Islamabad,Residential,230.0,222.8,0.969,0.25,1.72,0,0
MTR-001406,CUS-001406,Faisalabad,Residential,167.8,171.6,1.023,0.269,2.59,0,0
MTR-002494,CUS-002494,Lahore,Residential,171.8,177.0,1.03,0.334,2.58,0,0
MTR-000970,CUS-000970,Multan,Commercial,861.4,930.2,1.08,0.325,1.26,0,0
MTR-000013,CUS-000013,Rawalpindi,Residential,137.9,166.8,1.21,0.229,1.88,0,0
MTR-000873,CUS-000873,Rawalpindi,Residential,176.7,187.0,1.058,0.36,0.98,1,0
MTR-000808,CUS-000808,Multan,Residential,172.0,182.6,1.062,0.343,3.49,0,0
MTR-002578,CUS-002578,Rawalpindi,Residential,98.8,85.8,0.869,0.314,2.33,0,0
MTR-000514,CUS-000514,Islamabad,Industrial,3534.2,4403.0,1.246,0.265,2.43,0,0
MTR-002413,CUS-002413,Faisalabad,Industrial,5428.5,5118.9,0.943,0.267,2.3,1,0
MTR-000409,CUS-000409,Peshawar,Residential,245.2,166.9,0.681,0.284,0.94,0,0
MTR-002833,CUS-002833,Faisalabad,Residential,194.9,141.7,0.727,0.201,2.63,0,0
MTR-002259,CUS-002259,Multan,Industrial,2275.4,2364.2,1.039,0.297,3.79,0,0
MTR-002823,CUS-002823,Islamabad,Commercial,999.7,847.0,0.847,0.371,0.44,0,0
MTR-001225,CUS-001225,Rawalpindi,Residential,140.8,141.7,1.006,0.37,2.08,1,0
MTR-001655,CUS-001655,Faisalabad,Residential,84.0,68.9,0.821,0.27,2.76,0,0
MTR-001610,CUS-001610,Lahore,Residential,227.3,235.6,1.037,0.385,1.25,0,0
MTR-000382,CUS-000382,Rawalpindi,Residential,164.4,175.5,1.068,0.452,2.73,0,0
MTR-002106,CUS-002106,Lahore,Residential,270.6,276.3,1.021,0.275,2.04,0,0
MTR-002187,CUS-002187,Islamabad,Commercial,786.9,721.1,0.916,0.355,1.29,0,0
MTR-001621,CUS-001621,Lahore,Residential,252.9,279.6,1.105,0.119,0.1,0,0
MTR-002831,CUS-002831,Karachi,Residential,244.3,232.6,0.952,0.199,1.9,2,0
MTR-000552,CUS-000552,Multan,Residential,185.0,180.8,0.977,0.307,1.93,0,0
MTR-000222,CUS-000222,Faisalabad,Residential,222.9,209.3,0.939,0.219,3.31,1,0
MTR-001096,CUS-001096,Islamabad,Residential,148.6,143.8,0.968,0.463,2.34,1,0
MTR-002754,CUS-002754,Multan,Residential,150.1,183.8,1.225,0.348,1.47,0,0
MTR-000008,CUS-000008,Faisalabad,Residential,264.7,264.5,0.999,0.377,0.43,0,0
MTR-001476,CUS-001476,Faisalabad,Residential,182.2,154.4,0.848,0.298,2.87,0,0
MTR-000316,CUS-000316,Islamabad,Commercial,779.0,689.3,0.885,0.22,2.12,0,0
MTR-000427,CUS-000427,Peshawar,Residential,80.9,78.2,0.967,0.258,1.61,0,0
MTR-001985,CUS-001985,Karachi,Residential,214.4,194.0,0.905,0.32,1.46,0,0
MTR-000105,CUS-000105,Rawalpindi,Residential,40.4,45.0,1.114,0.249,3.24,0,0
MTR-002015,CUS-002015,Rawalpindi,Residential,87.6,72.7,0.83,0.354,3.39,0,0
MTR-000142,CUS-000142,Lahore,Residential,224.4,221.2,0.986,0.357,1.37,0,0
MTR-000121,CUS-000121,Karachi,Industrial,4274.5,4792.9,1.121,0.3,0.1,0,0
MTR-002371,CUS-002371,Lahore,Residential,211.3,195.3,0.924,0.154,1.79,0,0
MTR-002865,CUS-002865,Islamabad,Residential,238.3,250.9,1.053,0.437,2.23,0,0
MTR-001189,CUS-001189,Lahore,Residential,146.6,145.9,0.995,0.283,2.07,0,0
MTR-002961,CUS-002961,Karachi,Residential,269.2,66.1,0.245,0.858,6.39,2,1
MTR-002600,CUS-002600,Islamabad,Industrial,5494.8,5832.3,1.061,0.352,3.53,2,0
MTR-001657,CUS-001657,Islamabad,Commercial,800.9,622.2,0.777,0.283,0.14,0,0
MTR-000115,CUS-000115,Lahore,Residential,210.1,240.4,1.144,0.336,1.25,0,0
MTR-001405,CUS-001405,Karachi,Residential,172.1,132.9,0.772,0.138,0.98,0,0
MTR-001511,CUS-001511,Rawalpindi,Residential,176.3,200.3,1.136,0.382,0.93,0,0
MTR-002492,CUS-002492,Peshawar,Commercial,665.1,699.7,1.052,0.505,0.1,0,0
MTR-002797,CUS-002797,Rawalpindi,Commercial,1555.5,1643.8,1.057,0.133,2.06,0,0
MTR-002948,CUS-002948,Islamabad,Commercial,1541.5,1840.2,1.194,0.277,3.41,0,0
MTR-001596,CUS-001596,Faisalabad,Residential,213.1,243.4,1.142,0.292,1.84,0,0
MTR-002889,CUS-002889,Karachi,Residential,180.3,197.9,1.098,0.37,0.99,0,0
MTR-000672,CUS-000672,Peshawar,Residential,213.7,206.1,0.965,0.468,3.41,0,0
MTR-001431,CUS-001431,Faisalabad,Residential,227.3,217.5,0.957,0.331,2.84,0,0
MTR-002172,CUS-002172,Peshawar,Commercial,608.9,670.4,1.101,0.471,1.16,0,0
MTR-000591,CUS-000591,Lahore,Residential,293.5,309.4,1.054,0.314,2.32,0,0
MTR-001402,CUS-001402,Faisalabad,Residential,169.1,175.2,1.036,0.336,3.08,0,0
MTR-000888,CUS-000888,Rawalpindi,Residential,186.9,185.6,0.993,0.326,1.1,0,0
MTR-001754,CUS-001754,Peshawar,Residential,171.4,163.0,0.951,0.398,2.12,1,0
MTR-001366,CUS-001366,Rawalpindi,Residential,172.4,143.6,0.833,0.266,1.61,0,0
MTR-002396,CUS-002396,Peshawar,Residential,130.6,140.7,1.077,0.365,0.81,0,0
MTR-000213,CUS-000213,Peshawar,Residential,155.6,152.2,0.978,0.202,2.17,0,0
MTR-002007,CUS-002007,Lahore,Residential,223.6,217.0,0.97,0.277,2.43,2,0
MTR-002148,CUS-002148,Rawalpindi,Commercial,1409.7,1103.1,0.782,0.249,2.04,0,0
MTR-000800,CUS-000800,Multan,Residential,88.1,89.1,1.011,0.307,1.18,0,0
MTR-002480,CUS-002480,Islamabad,Residential,219.9,183.9,0.836,0.275,4.1,2,0
MTR-002439,CUS-002439,Islamabad,Commercial,976.2,925.3,0.948,0.391,1.51,0,0
MTR-002283,CUS-002283,Lahore,Residential,173.3,189.8,1.095,0.23,2.56,1,0
MTR-002662,CUS-002662,Rawalpindi,Residential,211.9,213.5,1.008,0.161,2.81,0,0
MTR-002711,CUS-002711,Rawalpindi,Commercial,814.7,804.4,0.987,0.191,0.1,0,0
MTR-000273,CUS-000273,Lahore,Residential,297.3,271.4,0.913,0.38,2.83,0,0
MTR-000071,CUS-000071,Faisalabad,Residential,239.6,223.9,0.934,0.222,2.01,1,0
MTR-001789,CUS-001789,Islamabad,Residential,142.6,169.7,1.19,0.332,1.74,0,0
MTR-001087,CUS-001087,Multan,Commercial,648.6,709.3,1.094,0.276,1.88,0,0
MTR-000394,CUS-000394,Faisalabad,Residential,286.2,270.3,0.945,0.366,2.58,0,0
MTR-000583,CUS-000583,Multan,Residential,178.7,176.4,0.987,0.282,0.1,0,0
MTR-002080,CUS-002080,Faisalabad,Residential,137.1,141.2,1.03,0.521,2.03,0,0
MTR-001980,CUS-001980,Islamabad,Residential,256.3,269.8,1.053,0.452,2.43,0,0
MTR-000500,CUS-000500,Lahore,Commercial,831.5,829.1,0.997,0.275,4.16,1,0
MTR-002014,CUS-002014,Peshawar,Residential,115.8,91.2,0.788,0.264,0.65,0,0
MTR-002223,CUS-002223,Peshawar,Residential,208.6,207.8,0.996,0.551,2.44,0,0
MTR-002979,CUS-002979,Islamabad,Industrial,2433.1,2406.1,0.989,0.214,1.52,0,0
MTR-002740,CUS-002740,Rawalpindi,Residential,242.6,302.5,1.247,0.296,2.48,0,0
MTR-002318,CUS-002318,Multan,Residential,204.8,271.0,1.323,0.302,2.87,0,0
MTR-001259,CUS-001259,Lahore,Industrial,3504.2,3774.2,1.077,0.3,1.26,0,0
MTR-001742,CUS-001742,Faisalabad,Residential,219.0,201.2,0.919,0.161,3.96,0,0
MTR-000205,CUS-000205,Peshawar,Commercial,1144.1,1237.3,1.081,0.34,3.32,0,0
MTR-000733,CUS-000733,Karachi,Residential,182.0,144.9,0.796,0.222,2.79,0,0
MTR-002502,CUS-002502,Islamabad,Industrial,5433.9,5086.6,0.936,0.415,1.64,0,0
MTR-000526,CUS-000526,Islamabad,Residential,204.2,164.3,0.805,0.184,1.45,0,0
MTR-001375,CUS-001375,Rawalpindi,Residential,180.2,192.1,1.066,0.305,2.44,0,0
MTR-000898,CUS-000898,Karachi,Residential,114.9,98.2,0.855,0.123,1.61,0,0
MTR-000377,CUS-000377,Islamabad,Residential,260.5,251.5,0.966,0.128,1.48,0,0
MTR-001726,CUS-001726,Faisalabad,Residential,226.7,225.5,0.995,0.233,3.92,0,0
MTR-002682,CUS-002682,Multan,Residential,193.1,192.4,0.997,0.244,2.55,0,0
MTR-002722,CUS-002722,Islamabad,Commercial,1252.0,1181.0,0.943,0.417,2.82,0,0
MTR-000386,CUS-000386,Islamabad,Residential,89.3,92.9,1.04,0.297,3.88,0,0
MTR-000198,CUS-000198,Rawalpindi,Residential,196.6,167.0,0.849,0.403,2.08,0,0
MTR-001050,CUS-001050,Multan,Residential,178.3,215.5,1.209,0.27,1.37,0,0
MTR-000590,CUS-000590,Karachi,Residential,175.8,154.0,0.876,0.348,0.93,1,0
MTR-000519,CUS-000519,Multan,Residential,179.1,180.0,1.005,0.242,3.35,1,0
MTR-002950,CUS-002950,Multan,Residential,130.1,139.9,1.075,0.237,1.63,0,0
MTR-000429,CUS-000429,Lahore,Commercial,1311.0,1418.4,1.082,0.154,0.1,2,0
MTR-001083,CUS-001083,Karachi,Residential,129.9,142.0,1.093,0.327,0.1,0,0
MTR-000207,CUS-000207,Peshawar,Residential,80.9,65.4,0.809,0.321,0.52,0,0
MTR-000491,CUS-000491,Islamabad,Residential,154.4,137.4,0.89,0.362,1.62,1,0
MTR-001609,CUS-001609,Faisalabad,Commercial,1134.6,1153.1,1.016,0.317,1.77,0,0
MTR-002912,CUS-002912,Peshawar,Commercial,1050.6,1111.3,1.058,0.462,2.53,0,0
MTR-000792,CUS-000792,Rawalpindi,Residential,185.2,213.1,1.151,0.314,0.86,0,0
MTR-002019,CUS-002019,Islamabad,Residential,167.0,156.7,0.938,0.379,2.22,0,0
MTR-001186,CUS-001186,Multan,Residential,157.9,140.8,0.891,0.274,2.88,0,0
MTR-001185,CUS-001185,Multan,Commercial,1182.9,1105.3,0.934,0.227,1.86,0,0
MTR-002181,CUS-002181,Islamabad,Residential,163.5,207.8,1.271,0.357,1.54,0,0
MTR-001340,CUS-001340,Rawalpindi,Residential,133.3,157.3,1.18,0.293,1.13,1,0
MTR-002232,CUS-002232,Faisalabad,Residential,228.5,223.9,0.98,0.367,3.15,0,0
MTR-000083,CUS-000083,Multan,Residential,138.1,159.4,1.154,0.328,0.63,0,0
MTR-002369,CUS-002369,Peshawar,Residential,190.5,177.4,0.931,0.237,3.58,0,0
MTR-002226,CUS-002226,Peshawar,Residential,99.9,111.3,1.115,0.386,1.98,1,0
MTR-000020,CUS-000020,Rawalpindi,Residential,157.1,131.1,0.835,0.23,0.96,0,0
MTR-001378,CUS-001378,Peshawar,Residential,249.0,259.7,1.043,0.35,2.84,0,0
MTR-001558,CUS-001558,Peshawar,Residential,81.0,90.9,1.122,0.403,2.51,0,0
MTR-001938,CUS-001938,Multan,Residential,286.7,275.5,0.961,0.269,2.42,0,0
MTR-002837,CUS-002837,Karachi,Residential,183.8,197.3,1.074,0.392,2.7,1,0
MTR-001937,CUS-001937,Islamabad,Residential,281.1,262.2,0.933,0.332,2.16,0,0
MTR-000973,CUS-000973,Peshawar,Residential,179.6,186.1,1.036,0.368,2.46,0,0
MTR-002789,CUS-002789,Rawalpindi,Residential,250.7,236.2,0.942,0.233,3.36,0,0
MTR-000883,CUS-000883,Rawalpindi,Industrial,7995.7,8781.6,1.098,0.317,2.2,1,0
MTR-001098,CUS-001098,Lahore,Residential,242.9,206.0,0.848,0.187,2.82,1,0
MTR-000156,CUS-000156,Islamabad,Residential,236.9,208.0,0.878,0.437,0.1,1,0
MTR-002276,CUS-002276,Peshawar,Residential,291.7,337.4,1.157,0.139,2.32,0,0
MTR-000886,CUS-000886,Multan,Residential,205.3,144.7,0.705,0.272,4.52,1,0
MTR-002998,CUS-002998,Multan,Residential,271.4,250.5,0.923,0.225,0.21,0,0
MTR-001591,CUS-001591,Karachi,Residential,176.9,173.9,0.983,0.354,4.0,3,0
MTR-002478,CUS-002478,Rawalpindi,Commercial,1233.2,1285.4,1.042,0.454,2.72,0,0
MTR-002717,CUS-002717,Multan,Residential,224.6,211.7,0.943,0.352,0.3,0,0
MTR-002534,CUS-002534,Rawalpindi,Residential,119.3,103.2,0.865,0.537,2.04,0,0
MTR-002117,CUS-002117,Lahore,Commercial,874.3,1003.0,1.147,0.19,2.4,0,0
MTR-001472,CUS-001472,Multan,Residential,305.9,344.6,1.126,0.196,2.91,0,0
MTR-002648,CUS-002648,Lahore,Residential,102.8,98.1,0.954,0.229,1.56,0,0
MTR-000458,CUS-000458,Karachi,Residential,57.9,45.5,0.785,0.31,2.7,0,0
MTR-002498,CUS-002498,Karachi,Residential,121.2,125.7,1.037,0.218,3.39,0,0
